TEXT,LABEL
b'Trump had lawyer urge Attorney General Jeff Sessions against Russia recusal',Even
b'Tesla production briefly halted by paint shop fire in Fremont factory',Negative
"b'U.N. rights watchdog urges Hungary to halt hate speech, protect refugees'",Even
b'FCC Chairman Ajit Pai canceled his appearance at CES because of death threats',Negative
"b'Global debt level hits $233 trillion record high in the third quarter of 2017, IIF says'",Negative
b'Aerospace and defense ETFs take off',Positive
b'US factory orders post fifth straight monthly increase',Positive
"b'Black unemployment spikes to 7.7%, up from record low'",Negative
"b""Merrill Lynch 'sell' signal triggered as market faces more losses ahead""",Negative
"b""Here's one wedding gift Meghan Markle won't want: A bigger tax bill""",Even
"b""Here's what every major Wall Street analyst had to say about Apple's earnings""",Even
"b""Here's what Trump is going to talk about in his first major speech since tax reform passed""",Even
"b""We must retaliate when people damage our interests, says China's vice finance minister""",Negative
"b""Cramer on Fed's Wells Fargo move: I don't think bank stocks could get a worse piece of news""",Negative
"b""China's digital push in insurance is widening the playing field""",Even
"b'Oil prices extend losses, falling with broader financial markets, after a comeback effort fails'",Negative
"b""Cramer's lightning round: Don't touch the stock of Albemarle""",Negative
b'Ford warns Trump metal tariffs may hike commodity prices',Negative
b'Brexit & Beyond: Eurozone Economy Stumbles in First Quarter',Negative
b'The Amazon effect could potentially leave all Americans neighborless',Even
"b""US farmers in 'precarious position' with China as trade war fears escalate""",Negative
"b""Federal Reserve orders Wells Fargo to replace four board members, restricts growth because of 'consumer abuses'""",Negative
b'Israeli troops kill Palestinian near Gaza border: officials',Negative
"b""Oscar-nominee Timothe Chalamet's 1st big splurge: Knicks tickets""",Even
b'Maria Contreras-Sweet says has clinched deal for Weinstein Co assets',Even
"b""Georgia punishing Delta over NRA stance won't help Atlanta's bid for Amazon HQ2""",Negative
"b""Larry Kudlow: I'm urging Trump advisor Gary Cohn to stay at the White House""",Even
"b""China's alleged intellectual property theft a bigger threat to market than tariffs: Analyst""",Negative
"b""Treasury Secretary Mnuchin: 'No question' Trump sanctions brought North Korea to negotiating table""",Positive
"b""Tech investor: 'People are panicking for no reason'""",Even
"b""Americans 'are going to pay the price' for Trump tariffs, former Obama trade advisor warns""",Negative
b'Trump economic advisor Kevin Hassett: Tax cut savings will make their way into the stock market',Even
"b'Your first trade for Tuesday, February 6'",Even
"b""FANG stocks are in 'fairyland' and any bounce back could be 'fragile,' analyst warns""",Negative
b'EXCLUSIVE-Yellen gets post-Fed payday in private meetings with Wall St. elite',Even
"b""JP Morgan strategist sees stocks up 10% by the end of 2018 on 'strong' corporate profits""",Positive
b'US trade deficit rises to near 9-year high',Negative
b'US reportedly plans to sanction Russian oligarchs this week',Negative
b'U.S. Unemployment Claims Rise to Highest in Nearly 3 Months',Negative
"b""Here's how to find what Amazon knows about you""",Even
"b""Trump's first year: White House policies help boost manufacturing sector""",Positive
"b""CNBC reporter escorted out of 'steel-free' town in China""",Even
b'Former Trump aide interviewed by House committee over Russia',Even
"b""Cramer's strategy session: What it'll take for me to come around on GE""",Even
"b'GRAINS-Prices tick lower as USDA report, trade risks prompt caution'",Positive
b'Now is a great time to land a new job. Heres how',Even
b'This couple has made millions selling homemade ukuleles',Even
b'Key dates in Brexit process - Reuters',Even
"b'Melania Trump, Nikki Haley, Kate Upton: Broadsheet for Feb. 2'",Even
b'Apple gets two downgrades due to dramatically slowing iPhone X demand',Negative
"b""Xi Jinping has 'a big plan' for China""",Even
"b'UPDATE 3-Big Corn, Big Oil square off in White House biofuels meeting'",Negative
b'GRAINS-Wheat rises to seven-month high on low U.S. crop ratings',Positive
b'Energy has best chance of bringing angry NAFTA nations back to their senses in a trade war',Even
b'Toyota venture to spend $2.8 billion to develop self-driving technology',Positive
"b""TREASURIES-U.S. yields fall as tariffs trump Powell's less rosy view""",Negative
"b'Investors should not be worried by dip in iPhone sales, says BTIG analyst'",Negative
b'China currency outflows have eased with a weaker dollar',Negative
"b""UBS has seen a 'more open field' for asset managers in China""",Even
b'Guggenheim investment chief sees stocks rising 20% more before a recession-fueled sell-off',Positive
b'A tiny Nebraska startup won Trumps first border wall contract  and thats raising questions',Even
"b""Not all Europeans hate Trump's tariff policy, Italy's far-right PM candidate loves it""",Even
"b'Attack on French embassy, army in Burkina Faso kills eight - Reuters'",Even
b'How much you need to save to afford to buy a home',Even
"b""Cyclist fired for flipping off the President's motorcade is suing her former employer""",Even
b'Migrants keep moving NORTH...',Even
b'San Francisco sues U.S. attorney general over repealed civil rights memos',Even
"b'China, Hong Kong stocks down amid resurgent trade war fears'",Negative
b'Turkey says Russian S-400 missile delivery brought forward to July 2019',Even
b'Trump to order National Guard deployment to border with Mexico',Negative
b'Cramer: I helped investors through the 2010 flash crash by following one key rule',Even
b'MoviePass Just Bought Moviefone. Heres What It Means for Moviegoers',Positive
b'Cramer explains why investing for kids can have a huge payoff',Even
"b""Treasury Secretary Mnuchin tells UCLA it can't show footage of his event after being heckled, booed""",Even
"b""Last year's S&P 500 winners could still have room to run""",Positive
"b""Delta CEO says, 'Our values are not for sale,' after Georgia lawmakers drop tax break""",Even
b'Goldman says Nvidia  best chip stock last year  headed for another big year',Positive
"b""Dominion CEO bullish on latest deal despite slumping stock: 'We're investing for the long term in South Carolina'""",Positive
"b""U.S. must 'mitigate' trade damage on American farmers -senator""",Even
b'US Diplomat Expulsions Deepen Divisions With Russia',Negative
"b""Germany's Merkel plans to visit Trump as trade deadline looms: Bild""",Even
"b""Trump budget director Mulvaney: 'MAGAnomics' is working and defying critics""",Even
b'Trump dives into heated West Virginia Senate race with swipes at Democratic Sen. Joe Manchin',Even
"b'CBS bid for Viacom was immediately rejected, sources tell CNBC'",Negative
"b'Whoops, analyst downgrades Facebook stock hours after recommending it as shares tanked'",Negative
"b""HR Confidential: I hired him without a background check. Then he stole his colleagues' identities""",Even
b'UPDATE 1-Brazil soy exporters set to win big from U.S.-China trade spat',Positive
"b""Once-hot semi stocks are in a correction. Here's why some are shrugging off the pain""",Negative
"b'Tariffs on appliances, electronics would hit consumers: U.S. retailers'",Negative
b'Super Bowl-bound Patriots owner Bob Kraft shares an 18-year-old ritual he has with Tom Brady',Even
b'Oil from sunken Iranian tanker may have reached Japan shores: Coast Guard',Negative
"b'Asia looks set to open in positive territory after S&P 500 cracks 2,700'",Positive
"b""UPDATE 1-China's Didi Chuxing buys control of Brazil's 99 ride-hailing app""",Positive
b'3 things you can do to see if you and your future boss are compatible',Even
b'Syrian government makes Ghouta gains; Turkey steps up Afrin attack',Even
"b""WRAPUP 1-Fed's Powell says no evidence U.S. economy overheating""",Even
b'U.K. to Mandate Public Company Registers in Overseas Territories',Even
b'Technology companies are driving a capital spending surge',Positive
b'Cryptocurrency Traders Lose $115 Billion in 24 Hours as Bitcoin Bloodbath Continues',Negative
b'How Trump Unites and Divides the Parties - Washington Wire - WSJ',Even
b'Top Wharton professor Adam Grant: How you can find meaning in your work life',Even
b'CEO of controversial crypto company Longfin blames short sellers for stock plunge',Negative
b'Brazil soy exporters set to win big from U.S.-China trade spat',Positive
"b'3,100 Google employees to CEO Sundar Pichai: Google should not be in the business of war'",Even
"b'Cramer: Yes, disinterested teens can actually make the best investors'",Even
b'Trump seems less concerned about stock markets as he tries to deliver to his base',Even
"b'UPDATE 2-Boeing, Embraer consider creating 3rd firm to win Brazil nod -source'",Positive
"b""Apple's $1,000 iPhone X has a bug that is preventing users from answering calls""",Negative
"b""Caterpillar and Boeing's next moves may determine the Dow's future, technician says""",Even
"b""Experts everywhere tell you to buy a homethey're wrong""",Even
"b'More Tariffs, Apple AI, Sorrell Probe: CEO Daily for April 4, 2018'",Even
b'Here are some stocks you can buy on the dip: Technician',Even
"b""The market is droppinghere's what you should do""",Even
b'Fidelity says it saw no panic among its customers and more buying than selling during the plunge',Even
b'Lululemon CEO Exits Due to Poor Conduct',Negative
"b""We asked the Internet who should run Amazon's new health consortium""",Even
"b'UPDATE 3-Shell ahead in Mexico oil auction, wins five blocks'",Positive
"b""Facebook's rising ad prices are more than making up for slowing growth""",Positive
b'The Wall Street Journal: Tesla sells $546 million of bonds to raise cash for production ramp-up',Positive
b'Alphabet to report earnings after the bell',Even
"b""Spring gas prices are expected to be 17 percent higher. Here's how to save""",Positive
"b""China would take 'measured steps' if trade spats with the US escalate""",Even
"b""Russian historian who exposed Stalin's crimes cleared of child pornography: TASS""",Even
"b'Trump-Bannon fallout could threaten Republicans in midterm elections, analysts say'",Even
"b""Look out below: The US dollar's dive may get even steeper, a currency expert says""",Negative
b'One key event that crypto traders are watching next week',Even
b'REFILE-UPDATE 2-Euro zone bonds sailing into weekend of key risk events - Reuters',Even
b'19-year-old bitcoin millionaire: You should invest this much of your income in cryptocurrencies',Even
b'Facebook to allow users to clear browsing history',Positive
b'Manufacturing activity continues to decline in April; construction spending stumbles in March',Negative
b'Asian stocks poised for slight gains as dollar advances',Positive
b'Amazon is reportedly offering discounts to retailers for using its payment service',Even
b'Watch Elon Musk promise back in 2006 that SpaceX will be the top rocket company',Even
b'Most Popular ETF Bet in April: Short-Term Debt',Even
"b""UPDATE 3-Germany's potential coalition partners agree on energy, wrangle over health""",Even
"b""Trump threatens to 'get involved' with Justice Department over 'rigged system' on Russia, Clinton""",Even
"b""Meet the man who 'invented' the #hashtag""",Even
"b'Amid all the volatility, two retail stocks are surging  and traders still see them as a bargain'",Positive
b'Inside the $50 million Hamptons estate that was once a convent for Catholic nuns',Even
b'Trump touts falling aluminum prices as reason to not fear tariffs',Negative
"b""Here's what people would do with a $10,000 windfall""",Even
b'Vietnam jails environmental blogger for 14 years',Even
b'Why the sell-off makes sense',Negative
"b""Fed's Bullard says job market strength may not lead to higher inflation""",Positive
"b'Trump tariffs could emerge as a black swan event for stocks, long-time bull Jeff Saut warns'",Negative
b'One chip stock is bucking the global sell-off in the market  Micron',Positive
"b'Nightmare Bacteria Are a Real and Growing Threat in the U.S., CDC Warns'",Even
b'U.S. announces 10 indictments in international fraud scheme',Negative
"b""Trump: 'We are not in a trade war with China,' we lost that war many years ago""",Even
"b""Watch: White House briefs media amid concerns about Trump's proposed tariffs""",Negative
"b""'It's very hard to understand what has gotten into the president': Trade expert on Trump's tariffs""",Even
b'Trump administration pulls back from a full-scale probe of massive Equifax data breach',Negative
"b""Facebook seeks 'extra-terrestrial product manager' as it plans to deliver internet from the sky""",Positive
"b""Cryptocurrencies heading for a 90 percent correction in 'mass market wipe out,' investment bank warns""",Negative
"b""May's latest Brexit headache - a customs deal with the EU - Reuters""",Negative
b'Peppa Pig Is Reportedly the Latest Target of Chinas Internet Censorship Efforts',Even
b'Amazon will collect sales tax for shipments to Pennsylvania as states seek to recoup billions',Positive
"b""White House says Trump's legal team supports a second special counsel to probe FBI, DOJ""",Negative
"b'Trade war threat stokes inflation concerns, Allianz analyst says'",Negative
"b""Global equity markets are in 'a downward spiral' led by the US""",Negative
b'US Steel downgraded by Bank of America on tariff retaliation fear',Negative
"b'Pot, bitcoin, Micron all speculative'",Negative
b'Century Aluminum CEO on the tariff impact',Even
"b""Here's the full list of US products that China is planning to hit with tariffs""",Negative
b'ANALYSIS-Brazil ethanol sales to Japan to sputter as Tokyo woos Trump',Negative
"b'A $14,000 cholesterol drug gets a price cut as Regeneron, Sanofi strike deal with Express Scripts'",Positive
